Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
FÉVRIER 2016;76164;Rives-en-Seine;76164;Caudebec-en-Caux;;;RIVES EN SEINE;CAUDEBEC EN CAUX;;;;CAUDEBEC EN CAUX;;
FÉVRIER 2016;76164;Rives-en-Seine;76742;Villequier;;;RIVES EN SEINE;VILLEQUIER;;;;VILLEQUIER;;
DÉCEMBRE 2016;79063;Val en Vignes;79063;Cersay;;;VAL EN VIGNES;ST PIERRE A CHAMP;;;;CERSAY;ST PIERRE A CHAMP;
DÉCEMBRE 2017;79078;Plaine-d'Argenson;79247;Saint-Etienne-la-Cigogne;;;PLAINE D ARGENSON;ST ETIENNE LA CIGOGNE;;;;ST ETIENNE LA CIGOGNE;;
DÉCEMBRE 2016;79013;Argentonnay;79053;Breuil-sous-Argenton (Le);;;ARGENTONNAY;LE BREUIL SOUS ARGENTON;;;;LE BREUIL SOUS ARGENTON;;
DÉCEMBRE 2016;79013;Argentonnay;79187;Moutiers-sous-Argenton;;;ARGENTONNAY;MOUTIERS SOUS ARGENTON;;;;MOUTIERS SOUS ARGENTON;;
DÉCEMBRE 2017;79078;Plaine-d'Argenson;79039;Boisserolles;;;PLAINE D ARGENSON;BOISSEROLLES;;;;BOISSEROLLES;;
DÉCEMBRE 2017;79078;Plaine-d'Argenson;79033;Belleville;;;PLAINE D ARGENSON;BELLEVILLE;;;;BELLEVILLE;;
DÉCEMBRE 2016;79136;Alloinay;79006;Les Alleuds;;;ALLOINAY;LES ALLEUDS;;;;LES ALLEUDS;;
FÉVRIER 2016;76276;Forges-les-Eaux;76276;Forges-les-Eaux;;;FORGES LES EAUX;;;;;FORGES LES EAUX;;
JUILLET 2016;08490;Vouziers;08490;Vouziers;08490;08400;VOUZIERS;BLAISE;08068;08490;08400;VOUZIERS;BLAISE;08068
FÉVRIER 2016;12076;Conques-en-Rouergue;12173;Noailhac;12076;12320;CONQUES EN ROUERGUE;NOAILHAC;12173;12173;12320;NOAILHAC;;
FÉVRIER 2016;12270;Sévérac d'Aveyron;12123;Lapanouse;12270;12150;SEVERAC D AVEYRON;LAPANOUSE;12123;12123;12150;LAPANOUSE;;
DÉCEMBRE 2016;08053;Bazeilles;08475;Viller-Cernay;08053;08140;BAZEILLES;VILLERS CERNAY;08475;08475;08140;VILLERS CERNAY;;
JANVIER 2016;05118;Val Buëch-Méouge;05005;Antonaves;05118;05300;VAL BUECH MEOUGE;ANTONAVES;05005;05005;05300;ANTONAVES;;
DÉCEMBRE 2016;12223;Argences en Aubrac;12117;Lacalm;12223;12210;ARGENCES EN AUBRAC;LACALM;12117;12117;12210;LACALM;;
FÉVRIER 2016;12224;Saint Geniez d'Olt et d'Aubrac;12224;Saint-Geniez-d'Olt;12224;12130;ST GENIEZ D OLT ET AUBRAC;ST GENIEZ D OLT;;12224;12130;ST GENIEZ D OLT;;
FÉVRIER 2016;12270;Sévérac d'Aveyron;12270;Sévérac-le-Château;12270;12150;SEVERAC D AVEYRON;SEVERAC LE CHATEAU;;12270;12150;SEVERAC LE CHATEAU;;
FÉVRIER 2016;12076;Conques-en-Rouergue;12076;Conques;12076;12320;CONQUES EN ROUERGUE;CONQUES;;12076;12320;CONQUES;;
OCTOBRE 2017;12090;Druelle Balsac;12090;Druelle;12090;12000;DRUELLE BALSAC;DRUELLE;;12090;12000;DRUELLE;;
DÉCEMBRE 2016;02458;Dhuys et Morin-en-Brie;02147;Celle-sous-Montmirail (La);02458;02540;DHUYS ET MORIN EN BRIE;LA CELLE SOUS MONTMIRAIL;02147;02147;02540;LA CELLE SOUS MONTMIRAIL;;
MAI 2018;05039;Aubessagne;05141;Saint-Eusèbe-en-Champsaur;05039;05500;AUBESSAGNE;ST EUSEBE EN CHAMPSAUR;05141;05141;05500;ST EUSEBE EN CHAMPSAUR;;
DÉCEMBRE 2016;02458;Dhuys et Morin-en-Brie;02026;Artonges;02458;02330;DHUYS ET MORIN EN BRIE;ARTONGES;02026;02026;02330;ARTONGES;;
DÉCEMBRE 2016;05101;Vallouise-Pelvoux;05175;Vallouise;05101;05290;VALLOUISE PELVOUX;VALLOUISE;05175;05175;05290;VALLOUISE;;
DÉCEMBRE 2016;02439;Septvallons (Les);02646;Révillon;02439;02160;LES SEPTVALLONS;REVILLON;02646;02646;02160;REVILLON;;
DÉCEMBRE 2016;01426;Val-Revermont;01312;Pressiat;01426;01370;VAL REVERMONT;PRESSIAT;01312;01312;01370;PRESSIAT;;
FÉVRIER 2016;04120;Val d'Oronaye;04100;Larche;04120;04530;VAL D ORONAYE;LARCHE;04100;04100;04530;LARCHE;;
DÉCEMBRE 2016;02439;Septvallons (Les);02439;Longueval-Barbonval;02439;02160;LES SEPTVALLONS;LONGUEVAL BARBONVAL;;02439;02160;LONGUEVAL BARBONVAL;;
DÉCEMBRE 2016;01426;Val-Revermont;01426;Treffort-Cuisiat;01426;01370;VAL REVERMONT;TREFFORT CUISIAT;;01426;01370;TREFFORT CUISIAT;;
DÉCEMBRE 2016;03158;Haut-Bocage;03158;Maillet;03158;03190;HAUT BOCAGE;MAILLET;;03158;03190;MAILLET;;
FÉVRIER 2016;14061;Souleuvre en Bocage;14618;Sainte-Marie-Laumont;14061;14350;SOULEUVRE EN BOCAGE;STE MARIE LAUMONT;14618;14618;14350;STE MARIE LAUMONT;;
